index,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,BBC Name
19,False,/eQqPxGSes1zhJ5kLreWCF3Dd5lE.jpg,"[12, 35, 36]",238033,it,Gli invincibili dieci gladiatori,The story of Spartacus and 10 other gladiators who rebelled against the bloody coliseum sports. They escape and are faced at every turn by Roman soldiers bent on taking them back to the Coliseum - dead or alive!,4.421,/gZsGyRcXRCICiSlnBfyH5SecIad.jpg,1964-12-23,Spartacus and the Ten Gladiators,False,6.3,4,Ten
0,False,/eozLsgdW5VyUEdPDuDaBD4VB86o.jpg,"[36, 99]",267480,en,The Look of Silence,"An optician grapples with the Indonesian mass killings of 1965-1966, during which his older brother was exterminated.",6.678,/7TakQLT8gyzIMG8hX8RLTd5qROQ.jpg,2015-07-17,The Look of Silence,False,7.8,251,The Look of Silence
0,False,/bF8GCJ3ZLlS5nLwDlL3CTljdXzN.jpg,"[18, 36]",314365,en,Spotlight,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",23.995,/olYvlO7lZLpUM62w1LYnAgdd6CD.jpg,2015-11-06,Spotlight,False,7.816,7922,Spotlight
1,False,,[27],501956,en,Spotlight,"A short, one shot horror film about four young girls who play a game of 'Spotlight' in the forest.",0.84,/qhU5HJF3aEmYhAJZ1AOS0L4Lzea.jpg,2018-01-28,Spotlight,False,10.0,1,Spotlight
2,False,/u2RikNtffcCRHeLOchMjfDT7nrv.jpg,[10402],676568,en,Spotlight,"Jann Arden appears in a documentary with recordings from her 2009 tour in support of her album ""Free."" It was filmed in November 2009 in British Columbia and includes performances of twelve songs. This DVD was released in combination with her live album, ""Spotlight,"" in 2010.",0.928,/aQjkOxpe8or253kB4xeFj4glevR.jpg,2009-11-09,Spotlight,False,0.0,0,Spotlight
3,False,,[],1038588,tr,SPOTLIGHT,,0.804,/5qOSjOuHwGUGdgkfFb87XiQiVLO.jpg,,SPOTLIGHT,False,0.0,0,Spotlight
4,False,,[],1253374,en,Spotlight,"Jonah dedicates himself to practicing long and hard on the piano for the big talent show, which causes him to get distant from his close friends.",0.6,/w5YNi2Lh3RJw7ScUcHGndTBVvvF.jpg,,Spotlight,False,0.0,0,Spotlight
5,False,/1T2fwCw4YJU768Kb2xUc810WiZG.jpg,"[99, 10770]",1171401,fr,"Robert De Niro, l'arme du silence","Robert De Niro is famous for his award-winning portrayals of gangsters, criminals and socially disturbed men who show surprising traces of vulnerability. By analyzing his astonishing roles in iconic films through the years, the documentary reveal the complex actor behind these extreme characters. Because the public knows little about the man who is largely silent about his own life and emotions, this film tries to unwraps one of the most fascinating and enigmatic American actors of all time for the audience. For this the filmakers use clips from his feature films, archive footage of his sparse interviews and probe into his background to illustrate De Niro’s methods for becoming the characters he plays and the reasons he’s able to do so. All of this culminates in a rare exposé of the genesis of the hidden pain that enables the masterful actor to bring such intensity to the big screen.",2.965,/2JNpfVv6NIC2XWrRYDNGsC1IwyY.jpg,2023-08-14,Robert De Niro: Hiding in the Spotlight,False,8.3,3,Spotlight
6,False,,[],429227,en,Spotlight On A Brick Wall,"An abstracted nightclub performance, its constituent parts—stand-up comedy, a capella, a laconic bass-and-drum rock duo, a slapstick mime—wrenched apart and recombined.",0.6,,2016-10-08,Spotlight On A Brick Wall,False,0.0,0,Spotlight
7,False,/r7NwAGnREL9RYzZxAFmNBzgYpJb.jpg,[99],467898,en,Merna in de Spotlight,"Taking part in The Voice Kids is already quite something, but for 11-year-old Merna it’s really something special. Her parents had to flee Iraq because they are part of the Christian minority, and IS was threatening to kidnap Merna. They now live in Lebanon, where one in three people is a refugee. The family has been waiting for two years for permission to move on. FaceTiming with her older sister, who stayed behind in Iraq, and cooking her favorite dishes with her mother make the situation more bearable. But what also really helps is singing – this calms Merna and makes her less afraid. She used to sing only in church, but since The Voice her beautiful, melancholy voice touches everyone. Because of her status as a refugee, Merna isn’t allowed to attend the foreign performances with the other finalists, but she’s now a national celebrity in Lebanon.",1.4,,2016-11-17,Spotlight on Merna,False,10.0,1,Spotlight
8,False,/aMXbo0X8RNHozagv1Gm15rtazkC.jpg,[9648],65610,fr,Pleins feux sur l'assassin,"An old count hides just before he dies to annoy his heirs. The heirs search a manor for the count's body and are killed off one by one. Jean-Marie, his fiancée Micheline, and Edwige investigate the deaths and search for the count's body.",3.493,/m98DYNJRh4Wi56HyUxM2LKQl3VU.jpg,1961-03-31,Spotlight on a Murderer,False,6.5,18,Spotlight
9,False,/kH9vX6yKZaPIVCM6b65gKx1aOuu.jpg,[18],745940,nl,Buiten Is Het Feest,"After the sudden death of her older sister, a successful singer-songwriter finds herself facing their family's darkest memories as she fights to win custody over her adolescent niece from the girl's lawful but long-absent father.",1.2,/qybC4hXViSHoTIZWVMkdcBZCZ1U.jpg,2020-10-22,Hidden in the Spotlight,False,6.9,8,Spotlight
10,False,/uuiew54GzSlSonNwGG5Fdcfi1VR.jpg,"[16, 35, 10751]",260443,en,Looney Tunes Spotlight Collection: The Premiere Edition,"28 of the very best animated shorts starring the very wackiest Warner Bros. cartoon characters. It's an unprecedented animation celebration for cartoon lovers eager to relive the heady, hilarious, golden age of Warner Bros. animation.",4.78,/evGZd4q63AzkHjyHw30PI7WDGT9.jpg,2004-09-14,Looney Tunes Spotlight Collection: The Premiere Edition,True,7.921,95,Spotlight
11,False,/qkqgOsMnFDkioB6avkiqZYr8BI.jpg,"[10770, 10749]",744945,en,Spotlight on Christmas,"Dumped two weeks before Christmas, actress Olivia O’Hara secretly returns to her tiny hometown to hide out, eat cookies and avoid the press. What she doesn’t expect is to be faced with the family she left behind, meeting a charming new guy Casey Rawlins, and a noisy reporter following her every move.",6.678,/n7VOErjeOwTz0YMiODDBUU74bTw.jpg,2020-12-21,Spotlight on Christmas,False,6.087,23,Spotlight
12,False,/xFe77ggHQrOVWDtuWxsvAytNiEu.jpg,[18],1037499,ja,スポットライトを当ててくれ！,"A filmmaker gets into a dispute over the content of his film. This angers the chairman of a major company in the industry so much that the filmmaker is almost kicked out of the business. Stuck between a rock and a hard place, he is visited by an 18-year old girl. She brings 30 million yen in cash with her, and asks him to make a film.",1.251,/s6mJ5iHRrnBicZNaBH0EdG4zyj1.jpg,2022-09-22,Spotlight,False,7.0,1,Spotlight
13,False,,[],666562,ja,舞台「逆転裁判～逆転のスポットライト」,"Phoenix Wright and Maya Fey attend a stage show of The Steel Samurai: Warrior of Neo Olde Tokyo, with Larry Butz, Miles Edgeworth, and Dick Gumshoe also being in the audience. During the play, a large lantern falls from above the stage that starts a fire. With Will Powers as the prime suspect, it is up to Wright to acquit his old client and determine as to whether or not there is foul play at work.",0.964,/28Hxrm1aWxeXy8Xef6DpLbYemZ7.jpg,2013-10-30,Gyakuten Saiban: Turnabout Spotlight,False,0.0,0,Spotlight
14,False,,[],666755,ja,舞台「逆転裁判～逆転のスポットライト」再演,Phoenix Wright remake,0.6,/2fA79jh74ErT99wSFih6vAsT99g.jpg,2014-01-01,Gyakuten Saiban: Turnabout Spotlight Replay,False,0.0,0,Spotlight
15,False,,[],666776,ja,舞台「逆転裁判～逆転のスポットライト」再演 メイキング映像,Phoenix Wright,0.6,/wCpPm8fwSTU9Lv1byoHk8zbHMa4.jpg,,Gyakuten Saiban: Turnabout Spotlight Replay - Making Of,False,0.0,0,Spotlight
16,False,,[],666780,ja,舞台 逆転裁判 逆転のスポットライト メイキング映像,Making of documentary,0.6,/llgp2HPgp1cSGRv2xkMn4rHklFY.jpg,2013-01-01,Gyakuten Saiban: Turnabout Spotlight - Making Of,False,0.0,0,Spotlight
17,False,,[99],1072379,de,Spot aus Licht an für Georg Richter,"Ilja Richter, showmaster of the cult programme Disco on ZDF until 1982, was considered the darling of the nation. During his television career, no one suspected that Ilja was the son of a persecuted communist resistance fighter who survived years of imprisonment in concentration camps: Georg Richter. The film accompanies Ilja Richter on his search for clues. The story of his father as a concentration camp inmate is revealed in fragments and is representative of the story of many prisoners.",1.272,,2022-11-02,Spotlight off Light on for Georg Richter,False,0.0,0,Spotlight
18,False,,[16],388644,ja,Sarasoujuu no Hana no Iro,Independent animation by Tsukioka Sadao.,0.876,/ouJiUnAYLCe2tBI9zvuGBbyFYMt.jpg,1971-01-01,Spotlight,False,0.0,0,Spotlight
19,False,,[99],574675,de,Lampenfieber,"This film accompanies five children of the young ensemble of the Friedrichstadt-Palast during the creation of the new children's play from the castings to the rehearsals to the grand premiere evening in front of 2,000 spectators.",0.84,/hwSiJiRBYVXim6TDCWYUF5aLcf5.jpg,2019-03-14,Kids in the Spotlight,False,0.0,0,Spotlight
0,False,/ebPtSNrQ92Cgwje29WjvXKQbl9m.jpg,"[18, 10749]",79120,en,Weekend,"After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",12.19,/ksg3QX2iMLzEkvS6AwIGh5A9CXT.jpg,2011-10-23,Weekend,False,7.3,501,Weekend
1,False,/gn8lInUaBlFG7hVqRWvPoZPYQQQ.jpg,[53],672154,it,Weekend,"A bunch of friends stuck in a mountain shelter during a snowstorm on a weekend. They will find out that the only way to be safe is to solve a disturbing mistery that involves all of them: finding out who in the past, has committed a terrible crime. Amid shocking and unexpected revelations, they will come to doubt each other.",4.294,/elYExs0E8OUyUwl1HiMixFm65Ju.jpg,2020-12-17,Weekend,False,5.328,58,Weekend
2,False,/puFJP4T20S6ZRiHfqHqDhVndOB2.jpg,"[35, 28]",62881,pl,Weekend,"Two gangsters, fighting for influence in the city, decide to get suitcases filled with money and drugs. Meanwhile, another criminal group has the same purpose.",3.117,/bR5YsIRpFVl3EQgjTTiVE9BY7kI.jpg,2011-01-06,Weekend,False,3.9,21,Weekend
3,False,/vUusbRUPQjU85z3mq9rp2r1GYvf.jpg,"[28, 53]",924763,en,Weekend Warriors,A fun camping trip turns into a desperate fight for survival after two kids witness a horrific event in the wild. They have to endure the elements and wildlife and they must also find a way to reach civilization before it's too late.,133.84,/uGyZZODYqcYINRPIgaHbMmawQ2I.jpg,2021-04-01,Weekend Warriors,False,7.575,20,Weekend
4,False,,[35],512813,de,Weekend,,1.71,,1980-12-26,Weekend,False,0.0,0,Weekend
5,False,,[],912044,es,Weekend,,1.403,/mfg4zmnC12tzRHRgc7ufkQiHBKT.jpg,,Weekend,False,0.0,0,Weekend
6,False,,[35],493484,sv,Weekend,"Eddy and Ylva have invited Björn and Lene to spend a perfect weekend in their cabin in the woods, but the vacation become disrupted by primitive creatures known as tree-cutters.",0.6,/9VWUx95pzlL1E9fDCBoDP0rL4jL.jpg,2006-01-24,Weekend,False,0.0,0,Weekend
7,False,,[],645420,pl,Weekend,,0.6,,,Weekend,False,0.0,0,Weekend
8,False,,[35],503336,de,Weekend,,1.144,,1957-07-17,Weekend,False,0.0,0,Weekend
9,False,,[18],210601,es,Weekend,"Patricio wants time alone with Francisca while she tries to forget her recent heartbreak. Sofia, a sexy hitchhiker, just wants a little distraction on her aimless journey. In a beautiful beach house on the Chilean coast, three twentysomethings are about to get much more than they expected.",1.342,/24p5IbwAMzSYw8vuITOP4GwA9Px.jpg,2009-08-27,Weekend,False,0.0,0,Weekend
10,False,,[],804810,ar,WeekEnd,Lebanese Movie created in 2020,0.6,/shDO7fnNaxqNWPhPpQcvP1eQshv.jpg,,WeekEnd,False,0.0,0,Weekend
11,False,,[],1107338,en,weekend,"two days spent in douma, a village in north lebanon, where the sun sets gracefully",0.6,/ejQyGiZ9IBfWGemgMgTpB0iDdjV.jpg,,weekend,True,10.0,1,Weekend
12,False,,[18],279218,da,Weekend,"A group of better-off thirty-somethings meet for a weekend in Knud and Beth's home. The host couple is prone to bickering regularly. The married couples (Jan and Ilse, and Kjeld and Tove) that are visiting understand and try to stay out of the way.  Bachelor Lars, however, comes into his own and is a constant source of provocative comments.",1.415,/ilXlGKGbFsKWsBNyLHxeJkhhd1P.jpg,1962-10-29,Weekend,False,5.0,6,Weekend
13,False,,[],651058,fr,Weekend,"Romp through a world full of Rube Goldberg devices, then to a jungle trek, then to paradise...",1.091,,1967-12-27,Weekend,False,0.0,0,Weekend
14,False,,[],715637,en,Weekend,"The Moniri and Kheradmand families are in the park for a picnic. After finishing their meal, it is revealed that they are there for something else.",0.6,/iNctlsA6RRmec4uiRxhNHLVMDRu.jpg,2020-06-10,Weekend,False,0.0,0,Weekend
15,False,,[],447302,en,Weekend,A couple visit a remote cabin in the wilderness in an attempt to salvage their dying relationship.,0.6,/RSxZzmp6MLzwwj4oxbspShW3J2.jpg,2018-08-31,Weekend,False,0.0,0,Weekend
16,False,/yvTCj1jr7H4VMV6aj5beRVWBwVp.jpg,"[53, 28]",467897,no,Weekend,Therese has lost her father's love after her twin sister died in a drowning accident. She and her friend Allan kidnaps the daughter of her father's new wife.,1.4,/mDHDwvzwAk4Bj222brzNRjFRv5W.jpg,1998-01-23,Weekend,False,7.0,1,Weekend
17,False,,[],731036,en,Weekend,"With Weekend, the artist and Beijing / LA resident Lei Lei not only displays artistic nostalgia, but also the constant quest for certainty regarding history, family and personal identity. His work can be seen as a type of “creative thinking” on the theme, an artistic strategy related to future imagination, and a contradictory position on emotions that cannot be returned to today. As philosopher and art critic Boris Groys pointed out: “Life can be recorded, but it can't be shown.” It is also because of the complexity of this contradiction, and the images that comprise the artist’s works that different images taken at the point of visual transformation and dialectical form between the calm and the energetic are shown, so that “nostalgia” becomes a truly contemporary medium in the practice of image art.  Dong Bingfeng",0.6,/tfHpjvRHz9IOxW3mzWFGlVZnNxp.jpg,2018-11-23,Weekend,False,0.0,0,Weekend
18,False,,[],528336,fr,Week-end,"A seemingly funny story set in a seaside shanty town consisting of cramped beach huts with no view of the sea; crying children in a car, enough luggage for an expedition to distant parts, traffic jams in the rain, a sudden swerve... There is a certain degree of seriousness behind a story whose ups and downs are determined by chance encounter. (Belgian Cinematek)",0.6,/kLMtGF9AlxWcTC9526MssdqHaKp.jpg,1972-01-01,Weekend,False,0.0,0,Weekend
19,False,/h3CWLFjgs4Rg40quoRJoj7hP9X5.jpg,[35],606072,da,Week-end,,1.121,/aBVsnifNAU9L5kjPJhgYPly38oj.jpg,1935-09-19,Week-end,False,5.0,1,Weekend
0,False,/hAlB9MaamrP1eDhGA4AkjSAPxAf.jpg,[99],501,en,Grizzly Man,"Werner Herzog's documentary film about the ""Grizzly Man"" Timothy Treadwell and what the thirteen summers in a National Park in Alaska were like in one man's attempt to protect the grizzly bears. The film is full of unique images and a look into the spirit of a man who sacrificed himself for nature.",14.906,/nXIV2qGK9KkdkaOTzrpK87CuAGC.jpg,2005-07-20,Grizzly Man,False,7.535,791,Grizzly Man
1,False,,"[10402, 99]",288430,en,In the Edges: The 'Grizzly Man' Session,"With Herzog's direction, Richard Thompson leads a small group of musicians into creating Grizzly Man's evocative soundtrack.",1.202,,2005-12-26,In the Edges: The 'Grizzly Man' Session,False,0.0,0,Grizzly Man
2,False,,[16],1179067,en,Las asombrosas aventuras de Grizzly Man & Turnip,"Dave and Katana live with their mother in Villa Cocoa and deal with everyday situations that emulate their favourite superheroes' great adventures from the TV show ""Grizzly Man & Turnip"".",0.6,/p5GeliMgiJIMcqjoVnppgA3CoUC.jpg,2021-08-09,Las asombrosas aventuras de Grizzly Man & Turnip,False,0.0,0,Grizzly Man
3,False,/hjyAMD6RjaEosh4T2EM5ZLFopup.jpg,"[37, 12, 10751]",112323,en,The Life and Times of Grizzly Adams,"After fleeing into the mountains after he is wrongly accused of murder, woodsman ""Grizzly Adams"" discovers an uncanny bond to the indigenous wildlife of the region after rescuing an orphaned grizzly bear cub whom he adopts and calls ""Ben"".",3.667,/1wz1JpCm2TX3Lc5ZGWEHSAgWXYz.jpg,1974-11-13,The Life and Times of Grizzly Adams,False,6.2,22,Grizzly Man
4,False,/6zDBhQiiNOHNBvG2SBo8fH9YrL3.jpg,[37],128864,en,Grizzly Adams and the Legend of Dark Mountain,,1.015,/36JM5Qgdp2M6J53Zti7q7hqafEB.jpg,1999-01-01,Grizzly Adams and the Legend of Dark Mountain,False,6.5,1,Grizzly Man
0,False,/u0nAnvRdzAGgDYLyfIbAUBDOcpb.jpg,[18],157354,en,Fruitvale Station,"Oakland, California. Young Afro-American Oscar Grant crosses paths with family members, friends, enemies and strangers before facing his fate on the platform at Fruitvale Station, in the early morning hours of New Year's Day 2009.",18.604,/oXSy3nEKFtfw5iRxdG8ouEFAnxs.jpg,2013-07-26,Fruitvale Station,False,7.358,1215,Fruitvale Station
0,False,/n7p6UTAZtkeoHkwCO42BEQaMFJY.jpg,"[18, 878, 12]",644,en,A.I. Artificial Intelligence,"David, a robotic boy—the first of his kind programmed to love—is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David.",34.453,/zxUhHQxKRbVLsaHR1V81SWYADOl.jpg,2001-06-29,A.I. Artificial Intelligence,False,7.044,5868,AI: Artificial Intelligence
1,False,,[99],660075,en,AI: Artificial or ADVANCED Intelligence,"What is Artificial Intelligence? And can intelligence actually be artificial? These questions have been on the minds of many for decades. With the emergence of MIT's super A.I. Watson, and the insurgence of the driver-less car, now seems apropos to seek answers to some of the most illuminating questions of our time. AI: Artificial or ADVANCED Intelligence?",0.6,/yzy6Ipp0cGmxZ4O2eRnQ8xtbkLT.jpg,2020-01-01,AI: Artificial or ADVANCED Intelligence,False,0.0,0,AI: Artificial Intelligence
0,False,/AqLtFRKVX2G0ghMnMnQoSGan4pY.jpg,"[18, 10402]",786,en,Almost Famous,"In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater.",28.476,/3rrkyLYbgLj84AYvjhdcJot4JPx.jpg,2000-09-15,Almost Famous,False,7.51,2556,Almost Famous
1,False,/iOtf7PQETJiKLRoWKxgbDR0BEcO.jpg,"[18, 10751]",465950,he,כמעט מפורסמת,"15-year-old Shir longs to be one of the popular kids. When her brother Tomer is unexpectedly accepted into a television music program, she too can enjoy the glamour surrounding him. At first, her brother's fame is too good to be true, but as the time passes, Shir realizes things may not be as great as they seem. Will a song win everything she dreams about now when it's almost famous?",3.133,/IDl4FKtexmkQmhIYGZiK9JYd9x.jpg,2017-12-14,Almost Famous,False,4.7,3,Almost Famous
2,False,/2pIIctJENs7abLSswUYPlzc8ZHH.jpg,[35],417026,en,Russell Peters: Almost Famous,"The comic comes home to Toronto to sound off on cultural quirks, furniture building and bathroom visits, revelling in all things ridiculously human.",3.617,/rdqMDI9NjeBJgQjE4zkn34ARGgY.jpg,2016-10-07,Russell Peters: Almost Famous,False,6.5,37,Almost Famous
3,False,/wVk6vSm9wI0TZKMfBz1Xq7b06HX.jpg,[99],568853,en,Almost Almost Famous,"Tribute artists make a living from the one-time fame of artists like Elvis, Jackie Wilson and Jerry Lee Lewis. Documentary.",0.6,/e0WOJH6ogUEOLtDW05CJU0rw0ML.jpg,2018-12-07,Almost Almost Famous,False,0.0,0,Almost Famous
4,False,,[99],881584,en,Almost Famous: The Unchosen One,"It was the late 1990s, and 3,000 young actors around the world were scouted for the role of a lifetime. On the ride home from school, Devon Michael’s mom told him he’d be auditioning for ""The Phantom Menace,"" one of the most anticipated movies ever.  From 3,000, the producers narrowed it down to three, and soon Michael was at Skywalker Ranch doing a test screen with George Lucas and Natalie Portman.",0.6,/v4RX9lAagsmfe8ODKW1BXKsZIWm.jpg,2021-09-30,Almost Famous: The Unchosen One,False,0.0,0,Almost Famous
5,False,/8OfDffA1kCsayIXcbiAAE0tl5oO.jpg,[99],714464,en,Almost Famous: The Lost Astronaut,"In 1963, Ed Dwight Jr. was poised to be NASA’s first African-American astronaut, until suddenly he wasn’t.",0.851,/iKJx2ziTU5m4uKUCVzv6cn8iqOE.jpg,2019-12-18,Almost Famous: The Lost Astronaut,False,0.0,0,Almost Famous
6,False,/wKrngukqyyOvSFu2mRUFY3Ex2cn.jpg,[99],759704,en,Almost Famous: Kim I Am,"Kim Hill was a rising singer when she met a young rapper named will.i.am, but she quit the Black Eyed Peas just before they became famous.",2.03,/yXPDYJQdqvJzihJRrUYfBtPkeWG.jpg,2019-12-16,Almost Famous: Kim I Am,False,0.0,0,Almost Famous
7,False,,[99],759707,en,Almost Famous: The Other Fab Four,"In the mid-1960s, four teenagers from Liverpool were changing the face of pop music. Their names were Mary, Sylvia, Pam, and Val — the Liverbirds!",1.776,/8KTgRYPTSTZwKzgX3qsoR2SkgmI.jpg,2019-12-17,Almost Famous: The Other Fab Four,False,0.0,0,Almost Famous
8,False,,[],742785,en,Mark Bunyan: Very Nearly Almost Famous,"In the words of a fan, he was 'The First Gay Superstar' but was he too gay for his own good? Co-founder of the Pink Singers and a driving force behind Gay's The Word bookshop, Mark Bunyan has been engaged in almost every pivotal event in UK gay history including fundraising for the defence of the famous blasphemy case Whitehouse v Lemon involving Gay News and a high court battle to prevent the religious funeral of a lover.",0.6,/bzKMs17vnI1iAhdUPrgQgJOTvE.jpg,2012-10-15,Mark Bunyan: Very Nearly Almost Famous,False,0.0,0,Almost Famous
9,False,,[],1212250,en,'this is the day' - almost almost famous,"A nerd is taken under the wing of a rebel who teaches him to loosen up and embrace his inner self, leading to disastrous consequences",0.6,,,'this is the day' - almost almost famous,True,0.0,0,Almost Famous
10,False,,[35],1119781,en,Njambi McGrath: African in New York - Almost Famous,Njambi tackles some big issues in this highly entertaining special - told via her experiences of moving from Kenya to New York City to inform the audience whilst also delivering big laughs.,0.6,/nFfV4JB7YRViwamM4xAcyUkr9zt.jpg,2019-08-02,Njambi McGrath: African in New York - Almost Famous,False,0.0,0,Almost Famous
11,False,,[],991141,en,Madelynn Von Ritz Is Almost Famous,"At 83, Madelynn Von Ritz is doing what she loves, making music. This is a film about hard luck, perseverance, loss and hope. About almosts and nevers and keeping on.",0.6,/rPpH6kmfjAl91LzkcriTMvtCTHZ.jpg,2022-07-24,Madelynn Von Ritz Is Almost Famous,False,0.0,0,Almost Famous
0,False,/bYimqNnizPUCnL5HOdoCW02IGmH.jpg,"[18, 35, 10749]",74643,fr,The Artist,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",33.746,/z68py0ZqPgeacGPG54AGVRbNBS7.jpg,2011-10-12,The Artist,False,7.454,3116,The Artist
1,False,/mnxNdRRLMoULWVbnnEANOLSItzw.jpg,[35],772709,en,The Artist,An in-depth look at the torturous process of writing a novel from an artist who echoes Henry David Thoreau by living in the wilderness to create inspiration.,1.639,/vcuVGtO6F3Sq2nRtWT8qDRzJ88K.jpg,2017-02-01,The Artist,False,0.0,0,The Artist
2,False,,[],370425,en,The Artist,THE ARTIST  by David Shrigley,0.6,/5ntY7PefRv3cWvU7WjpwlGjVL9D.jpg,2012-08-22,The Artist,False,0.0,0,The Artist
3,False,,"[9648, 18, 27]",918594,en,The Artist,"Peter as an artist is dangerously obsessed with his art and ambition, yet he manages to realize his dream with a way that he never dare to think of.",0.6,/7U3NLILm6tCTKNBn7wahRMsXfB3.jpg,2021-12-16,The Artist,False,0.0,0,The Artist
4,False,,[],298706,en,The Artist,"Prouvost employs the rhetoric of conventional forms of narration to blur boundaries between the viewers’ perception of the fictional narrative and the reality of the installation. The rhythm and pace of the editing in her films undermines any straightforward attributions of meaning while at the same time retaining an alluring and beguiling quality. Not to be perceived as a ‘set’ but rather a cacophony of film, painting, sculpture, text and sound, the physical elements in the installation of The Artist become the characters for the ‘film’ and the audience faced with so much information, (a dog barking, a voice calling, ‘to look here… no here!’, heavy blankets and paintings suspended from the ceiling dividing the space, a hand pointing at objects), become at once lost, emphatic and inherently part of the work.",0.6,,2010-01-01,The Artist,False,0.0,0,The Artist
5,False,,"[35, 14]",1169325,en,The Artist,"A quiet and meek boy with an attention disorder and is prescribed a medication to help him focus. However, this pill gives him a wacky imaginary who shows him the true meaning of creativity.",0.84,/tQOTuinOyh7JBji4OpeNNhyiazz.jpg,2016-06-10,The Artist,False,0.0,0,The Artist
6,False,/cCIWU5b4izIpLeGQnQNW7iTtIDN.jpg,"[35, 18]",371638,en,The Disaster Artist,"An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made.",24.431,/jj84nF5vYRD0HUTowBKcrKk8hZP.jpg,2017-03-12,The Disaster Artist,False,7.114,3385,The Artist
7,False,/s80FUhCa8T62a45OqYYFX00vLXP.jpg,"[28, 80, 18]",300433,ko,기술자들,"A wily safecracker is forced to help a mob boss pull off a $150 million heist, but smells a double-cross in the works.",8.518,/bx8smMQuZKrHfg6gcl71uyIGzG3.jpg,2014-12-24,The Con Artists,False,7.1,75,The Artist
8,False,/ks7YvSos8ULsOzIYaPqlQQLLIXS.jpg,"[10749, 35, 80]",17258,en,The Pick-up Artist,A womanizer meets his match when he falls for the daughter of a gambling addict who is in debt to the mob.,11.785,/piGRGeDabRTMpgyDx7cPZM3MSpV.jpg,1987-09-18,The Pick-up Artist,False,5.647,177,The Artist
9,False,/12jUS5YDx7uA6NQoSqibdOWMJiQ.jpg,"[18, 35]",512337,ja,モリのいる場所,"In 1974, Morikazu is 94 years old and his wife Hideko is 76 years old. They live at a house in Ikebukuro, Tokyo. The garden at their home is full of trees, plants and insects. Morikazu paints pictures of the creatures in his garden and also observes them. This has been his daily routine for more than 30 years. Morikazu and Hideko entertain visitors every day including a photographer and the couple living next door.",5.712,/wkbeC49Kf4kDGUmPDAgeFZyB66Z.jpg,2018-05-19,"Mori, The Artist's Habitat",False,7.077,13,The Artist
10,False,/fVyZzDlAV8EUpEN5a2k5165Lzda.jpg,"[35, 80]",38362,it,Bluff - Storia di truffe e di imbroglioni,"Belle Duke, in order to get revenge on her former lover Philip Bang, organize his jail break. But instead of Philip is the Italian Felice Brianza, AKAS Felix, to escape. Now Felix is obliged to help Philip to escape. He will succeeded and from that moment on the two will join to defraud Belle. The swindle plot become more complicate when Felix falls in love for Philip's daughter.",7.353,/4A35BCPL2bIEtvxONiE8FxqDm1J.jpg,1976-04-15,The Con Artists,False,7.124,125,The Artist
11,False,/qKy85RbA1Ka7WZOwJQUenza68VL.jpg,[18],115821,es,El artista y la modelo,"In occupied France in summer 1943, a world-weary famous sculptor finds the desire to work again with the arrival of a beautiful young Spanish refugee.",3.722,/awF6UYJDLqPpR79jQwJg7Jlq4vy.jpg,2012-09-28,The Artist and the Model,False,6.115,39,The Artist
12,False,/4a1vA2zntOk9gPq95KJpsYCifJ2.jpg,[99],84309,en,Marina Abramović: The Artist Is Present,Performance artist Marina Abramovic prepares for a major retrospective of her work at the Museum of Modern Art in New York.,12.211,/6CbjWJpB4TowXNXykRoUzqvyfVH.jpg,2012-06-13,Marina Abramović: The Artist Is Present,False,7.5,121,The Artist
13,False,/feYTUjZ40GaSb35bFfZRoclTfrS.jpg,"[35, 80, 18]",57725,en,The Escape Artist,"The young and self-confident Danny bluffs at the local police-station that he will escape from prison within an hour. What follows is a flashback showing his childhood with his uncle and aunt, who are 'vaudeville'-artists themselves.",4.061,/uJ7tk6rEjbS6XV9eYpplnKkGytc.jpg,1982-05-28,The Escape Artist,False,6.1,17,The Artist
14,False,/2XcFwmVh4WPpcdbOJRc2GuFMskJ.jpg,"[35, 18, 80]",61107,en,The Con Artist,An ex-con finds his plan to go straight foiled by a loan shark who manipulates his target into taking on one last heist.,4.067,/chb9BGRb8Uegw2xJng8BDghXM0P.jpg,2010-11-25,The Con Artist,False,4.632,19,The Artist
